customer_id,customer_segment,campaign_strategy
u16603,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16607,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16609,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1661,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16611,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16612,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16613,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16614,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16616,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16617,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16618,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16619,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1662,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16621,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16623,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16624,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16625,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16626,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16627,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16628,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16629,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16633,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16634,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16637,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16638,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16639,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16641,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16642,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16643,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16644,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16647,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16648,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1665,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16652,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16653,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16654,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16655,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16656,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16657,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16658,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16659,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1666,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16665,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16666,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16667,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16668,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16669,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1667,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16671,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16672,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16674,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16676,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16678,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16679,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1668,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16681,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16682,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16684,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16685,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16686,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16688,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16689,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1669,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16692,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16693,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16696,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16697,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16698,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u167,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16701,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16705,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16706,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16708,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16709,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1671,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16711,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16712,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16713,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16714,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16715,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16716,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16717,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16718,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16719,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1672,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16721,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16722,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16723,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16725,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16726,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16727,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16728,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16729,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1673,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16732,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16734,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16735,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16737,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16738,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16739,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16742,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16743,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16744,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16745,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16746,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16747,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16748,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1675,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16751,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16752,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16753,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16754,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16755,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16756,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16757,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16758,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16759,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16761,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16762,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16763,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16764,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16765,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16766,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16767,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16768,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16769,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1677,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16771,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16773,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16774,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16775,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16776,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16777,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16778,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16779,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1678,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16781,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16782,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16784,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16788,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16789,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u1679,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16791,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16792,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16793,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16794,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16795,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16796,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u168,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16801,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16803,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16804,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16805,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16806,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16807,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16808,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16809,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1681,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16811,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16812,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16813,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16814,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16816,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16817,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16818,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1682,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16823,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16824,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16825,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16826,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16828,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16829,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1683,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16832,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16833,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16834,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16835,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16836,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16837,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16838,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16839,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16841,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16842,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16843,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16846,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16847,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16848,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16849,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u1685,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16851,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16852,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16855,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16856,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16858,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16859,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16861,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16863,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16866,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16869,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16871,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16872,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16873,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16875,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16877,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1688,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16881,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16882,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16883,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16884,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16885,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16887,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16889,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16891,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16892,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16893,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16895,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16897,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16898,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16899,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u169,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16902,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16903,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16904,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16905,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16906,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16907,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16909,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1691,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16912,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16913,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16914,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16915,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16916,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16917,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16918,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16919,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16921,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16923,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16924,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16926,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16927,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16928,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16929,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1693,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16931,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16932,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16933,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16934,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16936,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16938,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u1694,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16942,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16943,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16945,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16947,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16948,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16949,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u1695,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
u16951,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16952,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16953,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16954,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16955,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16956,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16957,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16959,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u1696,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16961,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16963,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16965,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16966,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
u16967,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16968,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16969,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
u16971,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
u16976,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
u16978,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
